ensembl_id	gene_symbol	entrez_id	hetionet_gene_id	hetionet_gene_symbol	mapping_status
ENSG00000003989	SLC7A2	6542	Gene::6542	SLC7A2	mapped
ENSG00000004059	ARF5	381	Gene::381	ARF5	mapped
ENSG00000004139	SARM1	23098	Gene::23098	SARM1	mapped
ENSG00000004142	POLDIP2	26073	Gene::26073	POLDIP2	mapped
ENSG00000004399	PLXND1	23129	Gene::23129	PLXND1	mapped
ENSG00000004455	AK2	204	Gene::204	AK2	mapped
ENSG00000004468	CD38	952	Gene::952	CD38	mapped
ENSG00000004478	FKBP4	2288	Gene::2288	FKBP4	mapped
ENSG00000004487	KDM1A	23028	Gene::23028	KDM1A	mapped
ENSG00000004534	RBM6	10180	Gene::10180	RBM6	mapped
ENSG00000004660	CAMKK1	84254	Gene::84254	CAMKK1	mapped
ENSG00000004700	RECQL	5965	Gene::5965	RECQL	mapped
ENSG00000004766	VPS50	55610	Gene::55610	CCDC132	mapped
ENSG00000004776	HSPB6	126393	Gene::126393	HSPB6	mapped
ENSG00000004777	ARHGAP33	115703	Gene::115703	ARHGAP33	mapped
ENSG00000004779	NDUFAB1	4706	Gene::4706	NDUFAB1	mapped
ENSG00000004799	PDK4	5166	Gene::5166	PDK4	mapped
ENSG00000004809	SLC22A16	85413	Gene::85413	SLC22A16	mapped
ENSG00000004838	ZMYND10	51364	Gene::51364	ZMYND10	mapped
ENSG00000004846	ABCB5	340273	Gene::340273	ABCB5	mapped
ENSG00000004848	ARX	170302	Gene::170302	ARX	mapped
ENSG00000004864	SLC25A13	10165	Gene::10165	SLC25A13	mapped
ENSG00000004866	ST7	7982	Gene::7982	ST7	mapped
ENSG00000004897	CDC27	996	Gene::996	CDC27	mapped
ENSG00000004939	SLC4A1	6521	Gene::6521	SLC4A1	mapped
ENSG00000004948	CALCR	799	Gene::799	CALCR	mapped
ENSG00000004961	HCCS	3052	Gene::3052	HCCS	mapped
ENSG00000004975	DVL2	1856	Gene::1856	DVL2	mapped
ENSG00000005001	PRSS22	64063	Gene::64063	PRSS22	mapped
ENSG00000005007	UPF1	5976	Gene::5976	UPF1	mapped
ENSG00000005020	SKAP2	8935	Gene::8935	SKAP2	mapped
ENSG00000005022	SLC25A5	292	Gene::292	SLC25A5	mapped
ENSG00000005059	MCUB	55013	Gene::55013	CCDC109B	mapped
ENSG00000005073	HOXA11	3207	Gene::3207	HOXA11	mapped
ENSG00000005075	POLR2J	5439	Gene::5439	POLR2J	mapped
ENSG00000005100	DHX33	56919	Gene::56919	DHX33	mapped
ENSG00000005102	MEOX1	4222	Gene::4222	MEOX1	mapped
ENSG00000005108	THSD7A	221981	Gene::221981	THSD7A	mapped
ENSG00000005156	LIG3	3980	Gene::3980	LIG3	mapped
ENSG00000005175	RPAP3	79657	Gene::79657	RPAP3	mapped
ENSG00000005187	ACSM3	6296	Gene::6296	ACSM3	mapped
ENSG00000005189	REXO5	81691	Gene::81691	LOC81691	mapped
ENSG00000005194	CIAPIN1	57019	Gene::57019	CIAPIN1	mapped
ENSG00000005206	SPPL2B	56928	Gene::56928	SPPL2B	mapped
ENSG00000005238	ATOSB	80256	Gene::80256	FAM214B	mapped
ENSG00000005243	COPZ2	51226	Gene::51226	COPZ2	mapped
ENSG00000005249	PRKAR2B	5577	Gene::5577	PRKAR2B	mapped
ENSG00000005302	MSL3	10943	Gene::10943	MSL3	mapped
ENSG00000005339	CREBBP	1387	Gene::1387	CREBBP	mapped
ENSG00000005379	TSPOAP1	9256	Gene::9256	BZRAP1	mapped
ENSG00000005381	MPO	4353	Gene::4353	MPO	mapped
ENSG00000005421	PON1	5444	Gene::5444	PON1	mapped
ENSG00000005436	GCFC2	6936	Gene::6936	GCFC2	mapped
ENSG00000005448	WDR54	84058	Gene::84058	WDR54	mapped
ENSG00000005469	CROT	54677	Gene::54677	CROT	mapped
ENSG00000005471	ABCB4	5244	Gene::5244	ABCB4	mapped
ENSG00000005483	KMT2E	55904	Gene::55904	KMT2E	mapped
ENSG00000005486	RHBDD2	57414	Gene::57414	RHBDD2	mapped
ENSG00000005513	SOX8	30812	Gene::30812	SOX8	mapped
ENSG00000005700	IBTK	25998	Gene::25998	IBTK	mapped
ENSG00000005801	ZNF195	7748	Gene::7748	ZNF195	mapped
ENSG00000005810	MYCBP2	23077	Gene::23077	MYCBP2	mapped
ENSG00000005812	FBXL3	26224	Gene::26224	FBXL3	mapped
ENSG00000005844	ITGAL	3683	Gene::3683	ITGAL	mapped
ENSG00000005882	PDK2	5164	Gene::5164	PDK2	mapped
ENSG00000005884	ITGA3	3675	Gene::3675	ITGA3	mapped
ENSG00000005889	ZFX	7543	Gene::7543	ZFX	mapped
ENSG00000005893	LAMP2	3920	Gene::3920	LAMP2	mapped
ENSG00000005961	ITGA2B	3674	Gene::3674	ITGA2B	mapped
ENSG00000005981	ASB4	51666	Gene::51666	ASB4	mapped
ENSG00000006007	GDE1	51573	Gene::51573	GDE1	mapped
ENSG00000006015	REX1BD	55049	Gene::55049	C19orf60	mapped
ENSG00000006016	CRLF1	9244	Gene::9244	CRLF1	mapped
ENSG00000006025	OSBPL7	114881	Gene::114881	OSBPL7	mapped
ENSG00000006042	TMEM98	26022	Gene::26022	TMEM98	mapped
ENSG00000006047	YBX2	51087	Gene::51087	YBX2	mapped
ENSG00000006059	KRT33A	3883	Gene::3883	KRT33A	mapped
ENSG00000006062	MAP3K14	9020	Gene::9020	MAP3K14	mapped
ENSG00000006071	ABCC8	6833	Gene::6833	ABCC8	mapped
ENSG00000006116	CACNG3	10368	Gene::10368	CACNG3	mapped
ENSG00000006118	TMEM132A	54972	Gene::54972	TMEM132A	mapped
ENSG00000006125	AP2B1	163	Gene::163	AP2B1	mapped
ENSG00000006128	TAC1	6863	Gene::6863	TAC1	mapped
ENSG00000006194	ZNF263	10127	Gene::10127	ZNF263	mapped
ENSG00000006210	CX3CL1	6376	Gene::6376	CX3CL1	mapped
ENSG00000006282	SPATA20	64847	Gene::64847	SPATA20	mapped
ENSG00000006283	CACNA1G	8913	Gene::8913	CACNA1G	mapped
ENSG00000006327	TNFRSF12A	51330	Gene::51330	TNFRSF12A	mapped
ENSG00000006377	DLX6	1750	Gene::1750	DLX6	mapped
ENSG00000006432	MAP3K9	4293	Gene::4293	MAP3K9	mapped
ENSG00000006451	RALA	5898	Gene::5898	RALA	mapped
ENSG00000006453	BAIAP2L1	55971	Gene::55971	BAIAP2L1	mapped
ENSG00000006459	KDM7A	80853	Gene::80853	KDM7A	mapped
ENSG00000006468	ETV1	2115	Gene::2115	ETV1	mapped
ENSG00000006530	AGK	55750	Gene::55750	AGK	mapped
ENSG00000006534	ALDH3B1	221	Gene::221	ALDH3B1	mapped
ENSG00000006555	TTC22	55001	Gene::55001	TTC22	mapped
ENSG00000006576	PHTF2	57157	Gene::57157	PHTF2	mapped
ENSG00000006606	CCL26	10344	Gene::10344	CCL26	mapped
ENSG00000006607	FARP2	9855	Gene::9855	FARP2	mapped
ENSG00000006611	USH1C	10083	Gene::10083	USH1C	mapped
ENSG00000006625	GGCT	79017	Gene::79017	GGCT	mapped
ENSG00000006634	DBF4	10926	Gene::10926	DBF4	mapped
ENSG00000006638	TBXA2R	6915	Gene::6915	TBXA2R	mapped
ENSG00000006652	IFRD1	3475	Gene::3475	IFRD1	mapped
ENSG00000006659	LGALS14	56891	Gene::56891	LGALS14	mapped
ENSG00000006695	COX10	1352	Gene::1352	COX10	mapped
ENSG00000006704	GTF2IRD1	9569	Gene::9569	GTF2IRD1	mapped
ENSG00000006712	PAF1	54623	Gene::54623	PAF1	mapped
ENSG00000006715	VPS41	27072	Gene::27072	VPS41	mapped
ENSG00000006740	ARHGAP44	9912	Gene::9912	ARHGAP44	mapped
ENSG00000006744	ELAC2	60528	Gene::60528	ELAC2	mapped
ENSG00000006747	SCIN	85477	Gene::85477	SCIN	mapped
ENSG00000006756	ARSD	414	Gene::414	ARSD	mapped
ENSG00000006757	PNPLA4	8228	Gene::8228	PNPLA4	mapped
ENSG00000006788	MYH13	8735	Gene::8735	MYH13	mapped
ENSG00000006831	ADIPOR2	79602	Gene::79602	ADIPOR2	mapped
ENSG00000006837	CDKL3	51265	Gene::51265	CDKL3	mapped
ENSG00000007001	UPP2	151531	Gene::151531	UPP2	mapped
ENSG00000007038	PRSS21	10942	Gene::10942	PRSS21	mapped
ENSG00000007047	MARK4	57787	Gene::57787	MARK4	mapped
ENSG00000007062	PROM1	8842	Gene::8842	PROM1	mapped
ENSG00000007080	CCDC124	115098	Gene::115098	CCDC124	mapped
ENSG00000007129	CEACAM21	90273	Gene::90273	CEACAM21	mapped
ENSG00000007168	PAFAH1B1	5048	Gene::5048	PAFAH1B1	mapped
ENSG00000007171	NOS2	4843	Gene::4843	NOS2	mapped
ENSG00000007174	DNAH9	1770	Gene::1770	DNAH9	mapped
ENSG00000007202	BLTP2	9703	Gene::9703	KIAA0100	mapped
ENSG00000007216	SLC13A2	9058	Gene::9058	SLC13A2	mapped
ENSG00000007237	GAS7	8522	Gene::8522	GAS7	mapped
ENSG00000007255	TRAPPC6A	79090	Gene::79090	TRAPPC6A	mapped
ENSG00000007264	MATK	4145	Gene::4145	MATK	mapped
ENSG00000007306	CEACAM7	1087	Gene::1087	CEACAM7	mapped
ENSG00000007312	CD79B	974	Gene::974	CD79B	mapped
ENSG00000007314	SCN4A	6329	Gene::6329	SCN4A	mapped
ENSG00000007341	ST7L	54879	Gene::54879	ST7L	mapped
ENSG00000007350	TKTL1	8277	Gene::8277	TKTL1	mapped
ENSG00000007372	PAX6	5080	Gene::5080	PAX6	mapped
ENSG00000007376	RPUSD1	113000	Gene::113000	RPUSD1	mapped
ENSG00000007384	RHBDF1	64285	Gene::64285	RHBDF1	mapped
ENSG00000007392	LUC7L	55692	Gene::55692	LUC7L	mapped
ENSG00000007402	CACNA2D2	9254	Gene::9254	CACNA2D2	mapped
ENSG00000007516	BAIAP3	8938	Gene::8938	BAIAP3	mapped
ENSG00000007520	TSR3	115939	Gene::115939	TSR3	mapped
ENSG00000007541	PIGQ	9091	Gene::9091	PIGQ	mapped
ENSG00000007545	CRAMP1	57585	Gene::57585	CRAMP1L	mapped
ENSG00000007866	TEAD3	7005	Gene::7005	TEAD3	mapped
ENSG00000007908	SELE	6401	Gene::6401	SELE	mapped
ENSG00000007923	DNAJC11	55735	Gene::55735	DNAJC11	mapped
ENSG00000007933	FMO3	2328	Gene::2328	FMO3	mapped
ENSG00000007944	MYLIP	29116	Gene::29116	MYLIP	mapped
ENSG00000007952	NOX1	27035	Gene::27035	NOX1	mapped
ENSG00000007968	E2F2	1870	Gene::1870	E2F2	mapped
ENSG00000008018	PSMB1	5689	Gene::5689	PSMB1	mapped
ENSG00000008056	SYN1	6853	Gene::6853	SYN1	mapped
ENSG00000008083	JARID2	3720	Gene::3720	JARID2	mapped
ENSG00000008086	CDKL5	6792	Gene::6792	CDKL5	mapped
ENSG00000008118	CAMK1G	57172	Gene::57172	CAMK1G	mapped
ENSG00000008128	CDK11A	728642	Gene::728642	CDK11A	mapped
ENSG00000008130	NADK	65220	Gene::65220	NADK	mapped
ENSG00000008196	TFAP2B	7021	Gene::7021	TFAP2B	mapped
ENSG00000008197	TFAP2D	83741	Gene::83741	TFAP2D	mapped
ENSG00000008226	DLEC1	9940	Gene::9940	DLEC1	mapped
ENSG00000008256	CYTH3	9265	Gene::9265	CYTH3	mapped
ENSG00000008277	ADAM22	53616	Gene::53616	ADAM22	mapped
ENSG00000008282	SYPL1	6856	Gene::6856	SYPL1	mapped
ENSG00000008283	CYB561	1534	Gene::1534	CYB561	mapped
ENSG00000008294	SPAG9	9043	Gene::9043	SPAG9	mapped
ENSG00000008300	CELSR3	1951	Gene::1951	CELSR3	mapped
ENSG00000008311	AASS	10157	Gene::10157	AASS	mapped
ENSG00000008323	PLEKHG6	55200	Gene::55200	PLEKHG6	mapped
ENSG00000008324	SS18L2	51188	Gene::51188	SS18L2	mapped
ENSG00000008382	MPND	84954	Gene::84954	MPND	mapped
ENSG00000008394	MGST1	4257	Gene::4257	MGST1	mapped
ENSG00000008405	CRY1	1407	Gene::1407	CRY1	mapped
ENSG00000008438	PGLYRP1	8993	Gene::8993	PGLYRP1	mapped
ENSG00000008441	NFIX	4784	Gene::4784	NFIX	mapped
ENSG00000008513	ST3GAL1	6482	Gene::6482	ST3GAL1	mapped
ENSG00000008516	MMP25	64386	Gene::64386	MMP25	mapped
ENSG00000008517	IL32	9235	Gene::9235	IL32	mapped
ENSG00000008710	PKD1	5310	Gene::5310	PKD1	mapped
ENSG00000008735	MAPK8IP2	23542	Gene::23542	MAPK8IP2	mapped
ENSG00000008838	MED24	9862	Gene::9862	MED24	mapped
ENSG00000008853	RHOBTB2	23221	Gene::23221	RHOBTB2	mapped
ENSG00000008869	HEATR5B	54497	Gene::54497	HEATR5B	mapped
ENSG00000008952	SEC62	7095	Gene::7095	SEC62	mapped
ENSG00000008988	RPS20	6224	Gene::6224	RPS20	mapped
ENSG00000009307	CSDE1	7812	Gene::7812	CSDE1	mapped
ENSG00000009335	UBE3C	9690	Gene::9690	UBE3C	mapped
ENSG00000009413	REV3L	5980	Gene::5980	REV3L	mapped
ENSG00000009694	TENM1	10178	Gene::10178	TENM1	mapped
ENSG00000009709	PAX7	5081	Gene::5081	PAX7	mapped
ENSG00000009724	MASP2	10747	Gene::10747	MASP2	mapped
ENSG00000009765	IYD	389434	Gene::389434	IYD	mapped
ENSG00000009780	FAM76A	199870	Gene::199870	FAM76A	mapped
ENSG00000009790	TRAF3IP3	80342	Gene::80342	TRAF3IP3	mapped
ENSG00000009830	POMT2	29954	Gene::29954	POMT2	mapped
ENSG00000009844	VTA1	51534	Gene::51534	VTA1	mapped
ENSG00000009950	MLXIPL	51085	Gene::51085	MLXIPL	mapped
ENSG00000009954	BAZ1B	9031	Gene::9031	BAZ1B	mapped
ENSG00000010017	RANBP9	10048	Gene::10048	RANBP9	mapped
ENSG00000010030	ETV7	51513	Gene::51513	ETV7	mapped
ENSG00000010072	SPRTN	83932	Gene::83932	SPRTN	mapped
ENSG00000010165	METTL13	51603	Gene::51603	METTL13	mapped
ENSG00000010219	DYRK4	8798	Gene::8798	DYRK4	mapped
ENSG00000010244	ZNF207	7756	Gene::7756	ZNF207	mapped
ENSG00000010256	UQCRC1	7384	Gene::7384	UQCRC1	mapped
ENSG00000010270	STARD3NL	83930	Gene::83930	STARD3NL	mapped
ENSG00000010278	CD9	928	Gene::928	CD9	mapped
ENSG00000010282	HHATL	57467	Gene::57467	HHATL	mapped
ENSG00000010292	NCAPD2	9918	Gene::9918	NCAPD2	mapped
ENSG00000010295	IFFO1	25900	Gene::25900	IFFO1	mapped
ENSG00000010310	GIPR	2696	Gene::2696	GIPR	mapped
ENSG00000010318	PHF7	51533	Gene::51533	PHF7	mapped
ENSG00000010319	SEMA3G	56920	Gene::56920	SEMA3G	mapped
ENSG00000010322	NISCH	11188	Gene::11188	NISCH	mapped
ENSG00000010327	STAB1	23166	Gene::23166	STAB1	mapped
ENSG00000010361	FUZ	80199	Gene::80199	FUZ	mapped
ENSG00000010379	SLC6A13	6540	Gene::6540	SLC6A13	mapped
ENSG00000010404	IDS	3423	Gene::3423	IDS	mapped
ENSG00000010438	PRSS3	5646	Gene::5646	PRSS3	mapped
ENSG00000010539	ZNF200	7752	Gene::7752	ZNF200	mapped
ENSG00000010610	CD4	920	Gene::920	CD4	mapped
ENSG00000010626	LRRC23	10233	Gene::10233	LRRC23	mapped
ENSG00000010671	BTK	695	Gene::695	BTK	mapped
ENSG00000010704	HFE	3077	Gene::3077	HFE	mapped
ENSG00000010803	SCMH1	22955	Gene::22955	SCMH1	mapped
ENSG00000010810	FYN	2534	Gene::2534	FYN	mapped
ENSG00000010818	HIVEP2	3097	Gene::3097	HIVEP2	mapped
ENSG00000010932	FMO1	2326	Gene::2326	FMO1	mapped
ENSG00000011007	ELOA	6924	Gene::6924	TCEB3	mapped
ENSG00000011009	LYPLA2	11313	Gene::11313	LYPLA2	mapped
ENSG00000011021	CLCN6	1185	Gene::1185	CLCN6	mapped
ENSG00000011028	MRC2	9902	Gene::9902	MRC2	mapped
ENSG00000011052	NME1-NME2	654364	Gene::654364	NME1-NME2	mapped
ENSG00000011083	SLC6A7	6534	Gene::6534	SLC6A7	mapped
ENSG00000011105	TSPAN9	10867	Gene::10867	TSPAN9	mapped
ENSG00000011114	BTBD7	55727	Gene::55727	BTBD7	mapped
ENSG00000011132	APBA3	9546	Gene::9546	APBA3	mapped
ENSG00000011143	MKS1	54903	Gene::54903	MKS1	mapped
ENSG00000011198	ABHD5	51099	Gene::51099	ABHD5	mapped
ENSG00000011201	ANOS1	3730	Gene::3730	ANOS1	mapped
ENSG00000011243	AKAP8L	26993	Gene::26993	AKAP8L	mapped
ENSG00000011258	MBTD1	54799	Gene::54799	MBTD1	mapped
ENSG00000011260	UTP18	51096	Gene::51096	UTP18	mapped
ENSG00000011275	RNF216	54476	Gene::54476	RNF216	mapped
ENSG00000011295	TTC19	54902	Gene::54902	TTC19	mapped
ENSG00000011304	PTBP1	5725	Gene::5725	PTBP1	mapped
ENSG00000011332	DPF1	8193	Gene::8193	DPF1	mapped
ENSG00000011347	SYT7	9066	Gene::9066	SYT7	mapped
ENSG00000011376	LARS2	23395	Gene::23395	LARS2	mapped
ENSG00000011405	PIK3C2A	5286	Gene::5286	PIK3C2A	mapped
ENSG00000011422	PLAUR	5329	Gene::5329	PLAUR	mapped
ENSG00000011426	ANLN	54443	Gene::54443	ANLN	mapped
ENSG00000011451	WIZ	58525	Gene::58525	WIZ	mapped
ENSG00000011454	RABGAP1	23637	Gene::23637	RABGAP1	mapped
ENSG00000011465	DCN	1634	Gene::1634	DCN	mapped
ENSG00000011478	QPCTL	54814	Gene::54814	QPCTL	mapped
ENSG00000011485	PPP5C	5536	Gene::5536	PPP5C	mapped
ENSG00000011523	CEP68	23177	Gene::23177	CEP68	mapped
ENSG00000011566	MAP4K3	8491	Gene::8491	MAP4K3	mapped
ENSG00000011590	ZBTB32	27033	Gene::27033	ZBTB32	mapped
ENSG00000011600	TYROBP	7305	Gene::7305	TYROBP	mapped
ENSG00000011638	LDAF1	57146	Gene::57146	TMEM159	mapped
ENSG00000011677	GABRA3	2556	Gene::2556	GABRA3	mapped
ENSG00000012048	BRCA1	672	Gene::672	BRCA1	mapped
ENSG00000012061	ERCC1	2067	Gene::2067	ERCC1	mapped
ENSG00000012124	CD22	933	Gene::933	CD22	mapped
ENSG00000012171	SEMA3B	7869	Gene::7869	SEMA3B	mapped
ENSG00000012174	MBTPS2	51360	Gene::51360	MBTPS2	mapped
ENSG00000012211	PRICKLE3	4007	Gene::4007	PRICKLE3	mapped
ENSG00000012223	LTF	4057	Gene::4057	LTF	mapped
ENSG00000012232	EXTL3	2137	Gene::2137	EXTL3	mapped
ENSG00000012504	NR1H4	9971	Gene::9971	NR1H4	mapped
ENSG00000012660	ELOVL5	60481	Gene::60481	ELOVL5	mapped
ENSG00000012779	ALOX5	240	Gene::240	ALOX5	mapped
ENSG00000012817	KDM5D	8284	Gene::8284	KDM5D	mapped
ENSG00000012822	CALCOCO1	57658	Gene::57658	CALCOCO1	mapped
ENSG00000012963	UBR7	55148	Gene::55148	UBR7	mapped
ENSG00000012983	MAP4K5	11183	Gene::11183	MAP4K5	mapped
ENSG00000013016	EHD3	30845	Gene::30845	EHD3	mapped
ENSG00000013275	PSMC4	5704	Gene::5704	PSMC4	mapped
ENSG00000013288	MAN2B2	23324	Gene::23324	MAN2B2	mapped
ENSG00000013293	SLC7A14	57709	Gene::57709	SLC7A14	mapped
ENSG00000013297	CLDN11	5010	Gene::5010	CLDN11	mapped
ENSG00000013306	SLC25A39	51629	Gene::51629	SLC25A39	mapped
ENSG00000013364	MVP	9961	Gene::9961	MVP	mapped
ENSG00000013374	NUB1	51667	Gene::51667	NUB1	mapped
ENSG00000013375	PGM3	5238	Gene::5238	PGM3	mapped
ENSG00000013392	RWDD2A	112611	Gene::112611	RWDD2A	mapped
ENSG00000013441	CLK1	1195	Gene::1195	CLK1	mapped
ENSG00000013503	POLR3B	55703	Gene::55703	POLR3B	mapped
ENSG00000013523	ANGEL1	23357	Gene::23357	ANGEL1	mapped
ENSG00000013561	RNF14	9604	Gene::9604	RNF14	mapped
ENSG00000013563	DNASE1L1	1774	Gene::1774	DNASE1L1	mapped
ENSG00000013573	DDX11	1663	Gene::1663	DDX11	mapped
ENSG00000013583	HEBP1	50865	Gene::50865	HEBP1	mapped
ENSG00000013588	GPRC5A	9052	Gene::9052	GPRC5A	mapped
ENSG00000013619	MAMLD1	10046	Gene::10046	MAMLD1	mapped
ENSG00000013725	CD6	923	Gene::923	CD6	mapped
ENSG00000013810	TACC3	10460	Gene::10460	TACC3	mapped
ENSG00000014123	UFL1	23376	Gene::23376	UFL1	mapped
ENSG00000014138	POLA2	23649	Gene::23649	POLA2	mapped
ENSG00000014164	ZC3H3	23144	Gene::23144	ZC3H3	mapped
ENSG00000014216	CAPN1	823	Gene::823	CAPN1	mapped
ENSG00000014257	ACP3	55	Gene::55	ACPP	mapped
ENSG00000014641	MDH1	4190	Gene::4190	MDH1	mapped
ENSG00000014824	SLC30A9	10463	Gene::10463	SLC30A9	mapped
ENSG00000014914	MTMR11	10903	Gene::10903	MTMR11	mapped
ENSG00000014919	COX15	1355	Gene::1355	COX15	mapped
ENSG00000015133	CCDC88C	440193	Gene::440193	CCDC88C	mapped
ENSG00000015153	YAF2	10138	Gene::10138	YAF2	mapped
ENSG00000015171	ZMYND11	10771	Gene::10771	ZMYND11	mapped
ENSG00000015285	WAS	7454	Gene::7454	WAS	mapped
ENSG00000015413	DPEP1	1800	Gene::1800	DPEP1	mapped
ENSG00000015475	BID	637	Gene::637	BID	mapped
ENSG00000015479	MATR3	9782	Gene::9782	MATR3	mapped
ENSG00000015520	NPC1L1	29881	Gene::29881	NPC1L1	mapped
ENSG00000015532	XYLT2	64132	Gene::64132	XYLT2	mapped
ENSG00000015568	RGPD5	84220	Gene::84220	RGPD5	mapped
ENSG00000015592	STMN4	81551	Gene::81551	STMN4	mapped
ENSG00000015676	NUDCD3	23386	Gene::23386	NUDCD3	mapped
ENSG00000016082	ISL1	3670	Gene::3670	ISL1	mapped
ENSG00000016391	CHDH	55349	Gene::55349	CHDH	mapped
ENSG00000016402	IL20RA	53832	Gene::53832	IL20RA	mapped
ENSG00000016490	CLCA1	1179	Gene::1179	CLCA1	mapped
ENSG00000016602	CLCA4	22802	Gene::22802	CLCA4	mapped
ENSG00000016864	GLT8D1	55830	Gene::55830	GLT8D1	mapped
ENSG00000017260	ATP2C1	27032	Gene::27032	ATP2C1	mapped
ENSG00000017427	IGF1	3479	Gene::3479	IGF1	mapped
ENSG00000017483	SLC38A5	92745	Gene::92745	SLC38A5	mapped
ENSG00000017797	RALBP1	10928	Gene::10928	RALBP1	mapped
ENSG00000018189	RUFY3	22902	Gene::22902	RUFY3	mapped
ENSG00000018236	CNTN1	1272	Gene::1272	CNTN1	mapped
ENSG00000018280	SLC11A1	6556	Gene::6556	SLC11A1	mapped
ENSG00000018408	WWTR1	25937	Gene::25937	WWTR1	mapped
ENSG00000018510	AGPS	8540	Gene::8540	AGPS	mapped
ENSG00000018607	ZNF285CP	646915	Gene::646915	ZNF806	mapped
ENSG00000018610	STEEP1	63932	Gene::63932	CXorf56	mapped
ENSG00000018625	ATP1A2	477	Gene::477	ATP1A2	mapped
ENSG00000018699	TTC27	55622	Gene::55622	TTC27	mapped
ENSG00000018869	ZNF582	147948	Gene::147948	ZNF582	mapped
ENSG00000019102	VSIG2	23584	Gene::23584	VSIG2	mapped
ENSG00000019144	PHLDB1	23187	Gene::23187	PHLDB1	mapped
ENSG00000019169	MARCO	8685	Gene::8685	MARCO	mapped
ENSG00000019186	CYP24A1	1591	Gene::1591	CYP24A1	mapped
ENSG00000019485	PRDM11	56981	Gene::56981	PRDM11	mapped
ENSG00000019505	SYT13	57586	Gene::57586	SYT13	mapped
ENSG00000019549	SNAI2	6591	Gene::6591	SNAI2	mapped
ENSG00000019582	CD74	972	Gene::972	CD74	mapped
ENSG00000019991	HGF	3082	Gene::3082	HGF	mapped
ENSG00000019995	ZRANB1	54764	Gene::54764	ZRANB1	mapped
ENSG00000020129	NCDN	23154	Gene::23154	NCDN	mapped
ENSG00000020181	ADGRA2	25960	Gene::25960	ADGRA2	mapped
ENSG00000020256	ZFP64	55734	Gene::55734	ZFP64	mapped
ENSG00000020426	MNAT1	4331	Gene::4331	MNAT1	mapped
ENSG00000020577	SAMD4A	23034	Gene::23034	SAMD4A	mapped
ENSG00000020633	RUNX3	864	Gene::864	RUNX3	mapped
ENSG00000020922	MRE11	4361	Gene::4361	MRE11A	mapped
