hetionet_gene_id	hetionet_gene_symbol	entrez_id	ensembl_id	gene_symbol
Gene::221322	TBC1D32	221322	ENSG00000146350	TBC1D32
Gene::134829	CLVS2	134829	ENSG00000146352	CLVS2
Gene::2830	GPR6	2830	ENSG00000146360	GPR6
Gene::154214	RNF217	154214	ENSG00000146373	RNF217
Gene::84870	RSPO3	84870	ENSG00000146374	RSPO3
Gene::93663	ARHGAP18	93663	ENSG00000146376	ARHGAP18
Gene::9287	TAAR2	9287	ENSG00000146378	TAAR2
Gene::319100	TAAR6	319100	ENSG00000146383	TAAR6
Gene::83551	TAAR8	83551	ENSG00000146385	TAAR8
Gene::58527	ABRACL	58527	ENSG00000146386	ABRACL
Gene::134864	TAAR1	134864	ENSG00000146399	TAAR1
Gene::116843	SLC18B1	116843	ENSG00000146409	SLC18B1
Gene::113115	MTFR2	113115	ENSG00000146410	MTFR2
Gene::154091	SLC2A12	154091	ENSG00000146411	SLC2A12
Gene::257218	SHPRH	257218	ENSG00000146414	SHPRH
Gene::51390	AIG1	51390	ENSG00000146416	AIG1
Gene::6993	DYNLT1	6993	ENSG00000146425	DYNLT1
Gene::26230	TIAM2	26230	ENSG00000146426	TIAM2
Gene::57583	TMEM181	57583	ENSG00000146433	TMEM181
Gene::154197	PNLDC1	154197	ENSG00000146453	PNLDC1
Gene::9589	WTAP	9589	ENSG00000146457	WTAP
Gene::9202	ZMYM4	9202	ENSG00000146463	ZMYM4
Gene::7432	VIP	7432	ENSG00000146469	VIP
Gene::79624	ARMT1	79624	ENSG00000146476	DCPH1
Gene::6581	SLC22A3	6581	ENSG00000146477	SLC22A3
Gene::221806	VWDE	221806	ENSG00000146530	VWDE
Gene::2768	GNA12	2768	ENSG00000146535	GNA12
Gene::84310	C7orf50	84310	ENSG00000146540	CHLSN
Gene::221935	SDK1	221935	ENSG00000146555	SDK1
Gene::221960	CCZ1B	221960	ENSG00000146574	CCZ1B
Gene::79034	C7orf26	79034	ENSG00000146576	INTS15
Gene::57786	RBAK	57786	ENSG00000146587	RBAK
Gene::9586	CREB5	9586	ENSG00000146592	CREB5
Gene::222894	FERD3L	222894	ENSG00000146618	FERD3L
Gene::1956	EGFR	1956	ENSG00000146648	EGFR
Gene::113130	CDCA5	113130	ENSG00000146670	CDCA5
Gene::3486	IGFBP3	3486	ENSG00000146674	IGFBP3
Gene::5814	PURB	5814	ENSG00000146676	PURB
Gene::3484	IGFBP1	3484	ENSG00000146678	IGFBP1
Gene::136853	SSC4D	136853	ENSG00000146700	SSC4D
Gene::4191	MDH2	4191	ENSG00000146701	MDH2
Gene::22932	POMZP3	22932	ENSG00000146707	POMZP3
Gene::2631	GBAS	2631	ENSG00000146729	NIPSNAP2
Gene::908	CCT6A	908	ENSG00000146731	CCT6A
Gene::5723	PSPH	5723	ENSG00000146733	PSPH
Gene::135892	TRIM50	135892	ENSG00000146755	TRIM50
Gene::168374	ZNF92	168374	ENSG00000146757	ZNF92
Gene::222255	ATXN7L1	222255	ENSG00000146776	ATXN7L1
Gene::64418	TMEM168	64418	ENSG00000146802	TMEM168
Gene::142685	ASB15	142685	ENSG00000146809	ASB15
Gene::55262	C7orf43	55262	ENSG00000146826	TRAPPC14
Gene::56996	SLC12A9	56996	ENSG00000146828	SLC12A9
Gene::64599	GIGYF1	64599	ENSG00000146830	GIGYF1
Gene::89122	TRIM4	89122	ENSG00000146833	TRIM4
Gene::56257	MEPCE	56257	ENSG00000146834	MEPCE
Gene::7455	ZAN	7455	ENSG00000146839	ZAN
Gene::84928	TMEM209	84928	ENSG00000146842	TMEM209
Gene::340351	AGBL3	340351	ENSG00000146856	AGBL3
Gene::346673	STRA8	346673	ENSG00000146857	STRA8
Gene::92092	ZC3HAV1L	92092	ENSG00000146858	ZC3HAV1L
Gene::55281	TMEM140	55281	ENSG00000146859	TMEM140
Gene::11011	TLK2	11011	ENSG00000146872	TLK2
Gene::2041	EPHA1	2041	ENSG00000146904	EPHA1
Gene::64434	NOM1	64434	ENSG00000146909	NOM1
Gene::285888	CNPY1	285888	ENSG00000146910	CNPY1
Gene::54892	NCAPG2	54892	ENSG00000146918	NCAPG2
Gene::136371	ASB10	136371	ENSG00000146926	ASB10
Gene::57502	NLGN4X	57502	ENSG00000146938	NLGN4X
Gene::357	SHROOM2	357	ENSG00000146950	SHROOM2
Gene::401409	RAB19	401409	ENSG00000146955	RAB19
Gene::51631	LUC7L2	51631	ENSG00000146963	LUC7L2
Gene::27147	DENND2A	27147	ENSG00000146966	DENND2A
Gene::57393	TMEM27	57393	ENSG00000147003	CLTRN
Gene::30011	SH3KBP1	30011	ENSG00000147010	SH3KBP1
Gene::83604	TMEM47	83604	ENSG00000147027	TMEM47
Gene::347404	LANCL3	347404	ENSG00000147036	LANCL3
Gene::94122	SYTL5	94122	ENSG00000147041	SYTL5
Gene::8573	CASK	8573	ENSG00000147044	CASK
Gene::7403	KDM6A	7403	ENSG00000147050	KDM6A
Gene::54466	SPIN2A	54466	ENSG00000147059	SPIN2A
Gene::4478	MSN	4478	ENSG00000147065	MSN
Gene::8852	AKAP4	8852	ENSG00000147081	AKAP4
Gene::85417	CCNB3	85417	ENSG00000147082	CCNB3
Gene::55869	HDAC8	55869	ENSG00000147099	HDAC8
Gene::6567	SLC16A2	6567	ENSG00000147100	SLC16A2
Gene::79742	CXorf36	79742	ENSG00000147113	DIPK2B
Gene::7712	ZNF157	7712	ENSG00000147117	ZNF157
Gene::7569	ZNF182	7569	ENSG00000147118	ZNF182
Gene::56548	CHST7	56548	ENSG00000147119	CHST7
Gene::55634	KRBOX4	55634	ENSG00000147121	KRABD4
Gene::54539	NDUFB11	54539	ENSG00000147123	NDUFB11
Gene::7592	ZNF41	7592	ENSG00000147124	ZNF41
Gene::347517	RAB41	347517	ENSG00000147127	RAB41
Gene::9203	ZMYM3	9203	ENSG00000147130	ZMYM3
Gene::6872	TAF1	6872	ENSG00000147133	TAF1
Gene::84636	GPR174	84636	ENSG00000147138	GPR174
Gene::4841	NONO	4841	ENSG00000147140	NONO
Gene::90060	CCDC120	90060	ENSG00000147144	CCDC120
Gene::2846	LPAR4	2846	ENSG00000147145	LPAR4
Gene::10682	EBP	10682	ENSG00000147155	EBP
Gene::158835	AWAT2	158835	ENSG00000147160	AWAT2
Gene::8473	OGT	8473	ENSG00000147162	OGT
Gene::29934	SNX12	29934	ENSG00000147164	SNX12
Gene::26548	ITGB1BP2	26548	ENSG00000147166	ITGB1BP2
Gene::3561	IL2RG	3561	ENSG00000147168	IL2RG
Gene::93953	ACRC	93953	ENSG00000147174	GCNA
Gene::7552	ZNF711	7552	ENSG00000147180	ZNF711
Gene::53336	CPXCR1	53336	ENSG00000147183	CPXCR1
Gene::1730	DIAPH2	1730	ENSG00000147202	DIAPH2
Gene::56000	NXF3	56000	ENSG00000147206	NXF3
Gene::92129	RIPPLY1	92129	ENSG00000147223	RIPPLY1
Gene::5631	PRPS1	5631	ENSG00000147224	PRPS1
Gene::55086	CXorf57	55086	ENSG00000147231	RADX
Gene::84443	FRMPD3	84443	ENSG00000147234	FRMPD3
Gene::3358	HTR2C	3358	ENSG00000147246	HTR2C
Gene::139818	DOCK11	139818	ENSG00000147251	DOCK11
Gene::3547	IGSF1	3547	ENSG00000147255	IGSF1
Gene::158763	ARHGAP36	158763	ENSG00000147256	ARHGAP36
Gene::2719	GPC3	2719	ENSG00000147257	GPC3
Gene::139760	GPR119	139760	ENSG00000147262	GPR119
Gene::27316	RBMX	27316	ENSG00000147274	RBMX
Gene::79648	MCPH1	79648	ENSG00000147316	MCPH1
Gene::9258	MFHAS1	9258	ENSG00000147324	MFHAS1
Gene::26260	FBXO25	26260	ENSG00000147364	FBXO25
Gene::89885	FATE1	89885	ENSG00000147378	FATE1
Gene::4103	MAGEA4	4103	ENSG00000147381	MAGEA4
Gene::50814	NSDHL	50814	ENSG00000147383	NSDHL
Gene::7739	ZNF185	7739	ENSG00000147394	ZNF185
Gene::1069	CETN2	1069	ENSG00000147400	CETN2
Gene::6134	RPL10	6134	ENSG00000147403	RPL10
Gene::55790	CSGALNACT1	55790	ENSG00000147408	CSGALNACT1
Gene::526	ATP6V1B2	526	ENSG00000147416	ATP6V1B2
Gene::55246	CCDC25	55246	ENSG00000147419	CCDC25
Gene::79618	HMBOX1	79618	ENSG00000147421	HMBOX1
Gene::1142	CHRNB3	1142	ENSG00000147432	CHRNB3
Gene::8973	CHRNA6	8973	ENSG00000147434	CHRNA6
Gene::2796	GNRH1	2796	ENSG00000147437	GNRH1
Gene::55909	BIN3	55909	ENSG00000147439	BIN3
Gene::9046	DOK2	9046	ENSG00000147443	DOK2
Gene::51312	SLC25A37	51312	ENSG00000147454	SLC25A37
Gene::91782	CHMP7	91782	ENSG00000147457	CHMP7
Gene::80005	DOCK5	80005	ENSG00000147459	DOCK5
Gene::6770	STAR	6770	ENSG00000147465	STAR
Gene::11212	PROSC	11212	ENSG00000147471	PLPBP
