node_id	node_name	node_kind
Gene::26268	FBXO9	Gene
Gene::7326	UBE2G1	Gene
Gene::202333	CMYA5	Gene
Gene::339324	ZNF260	Gene
Gene::353189	SLCO4C1	Gene
Gene::171024	SYNPO2	Gene
Gene::1103	CHAT	Gene
Gene::121260	SLC15A4	Gene
Gene::93589	CACNA2D4	Gene
Gene::23097	CDK19	Gene
Gene::91461	PKDCC	Gene
Gene::2026	ENO2	Gene
Gene::126272	EID2B	Gene
Gene::93185	IGSF8	Gene
Gene::90293	KLHL13	Gene
Gene::56675	NRIP3	Gene
Gene::252969	NEIL2	Gene
Gene::4928	NUP98	Gene
Gene::387082	SUMO4	Gene
Gene::22901	ARSG	Gene
Gene::81579	PLA2G12A	Gene
Gene::229	ALDOB	Gene
Gene::2319	FLOT2	Gene
Gene::6249	CLIP1	Gene
Gene::56624	ASAH2	Gene
Gene::51148	CERCAM	Gene
Pathway::PC7_2705	Cross-presentation of particulate exogenous antigens (phagosomes)	Pathway
Gene::129049	SGSM1	Gene
Gene::5678	PSG9	Gene
Gene::89885	FATE1	Gene
Gene::652991	SKOR2	Gene
Pathway::PC7_2468	Canonical Wnt signaling pathway	Pathway
Gene::114	ADCY8	Gene
Gene::2119	ETV5	Gene
Gene::124056	NOXO1	Gene
Gene::51633	OTUD6B	Gene
Gene::30014	SPANXA1	Gene
Gene::728929	TCEB3CL	Gene
Gene::5033	P4HA1	Gene
Gene::56164	STK31	Gene
Gene::65083	NOL6	Gene
Pathway::PC7_6519	Polo-like kinase mediated events	Pathway
Gene::118491	CFAP70	Gene
Pathway::PC7_4740	Initiation of Nuclear Envelope Reformation	Pathway
Gene::116444	GRIN3B	Gene
Gene::11102	RPP14	Gene
Gene::55183	RIF1	Gene
Gene::80233	FAAP100	Gene
Gene::10063	COX17	Gene
Gene::10434	LYPLA1	Gene
Gene::2155	F7	Gene
Gene::22894	DIS3	Gene
Gene::5999	RGS4	Gene
Gene::2806	GOT2	Gene
Gene::2624	GATA2	Gene
Gene::204962	SLC44A5	Gene
Gene::64421	DCLRE1C	Gene
Gene::55270	NUDT15	Gene
Pathway::PC7_7744	Synthesis of PE	Pathway
Gene::59082	CARD18	Gene
Gene::7098	TLR3	Gene
Gene::6677	SPAM1	Gene
Gene::2169	FABP2	Gene
Pathway::PC7_5709	NF-kB is activated and signals survival	Pathway
Gene::131408	FAM131A	Gene
Gene::11158	RABL2B	Gene
Gene::153201	SLC36A2	Gene
Gene::265	AMELX	Gene
Gene::91369	ANKRD40	Gene
Gene::22928	SEPHS2	Gene
Gene::3434	IFIT1	Gene
Gene::121227	LRIG3	Gene
Gene::7043	TGFB3	Gene
Gene::7434	VIPR2	Gene
Gene::388585	HES5	Gene
Gene::337880	KRTAP11-1	Gene
Gene::152405	C3orf30	Gene
Gene::4488	MSX2	Gene
Gene::5934	RBL2	Gene
Gene::127602	DNAH14	Gene
Gene::1	A1BG	Gene
Gene::23317	DNAJC13	Gene
Gene::57181	SLC39A10	Gene
Gene::8504	PEX3	Gene
Gene::6388	SDF2	Gene
Gene::23114	NFASC	Gene
Gene::8437	RASAL1	Gene
Gene::248	ALPI	Gene
Gene::55175	KLHL11	Gene
Gene::51566	ARMCX3	Gene
Gene::65981	CAPRIN2	Gene
Gene::728819	C1GALT1C1L	Gene
Gene::57333	RCN3	Gene
Pathway::PC7_3963	Formation of a pool of free 40S subunits	Pathway
Gene::2565	GABRG1	Gene
Gene::1646	AKR1C2	Gene
Gene::50945	TBX22	Gene
Gene::10312	TCIRG1	Gene
Gene::3567	IL5	Gene
Gene::5886	RAD23A	Gene
Gene::92483	LDHAL6B	Gene
Gene::96597	TBC1D27	Gene
Gene::144453	BEST3	Gene
Gene::81849	ST6GALNAC5	Gene
Gene::158584	FAAH2	Gene
Gene::170680	PSORS1C2	Gene
Pathway::PC7_8227	The activation of arylsulfatases	Pathway
Gene::390431	OR4K2	Gene
Gene::5438	POLR2I	Gene
Pathway::PC7_7652	Sphingosine 1-phosphate (S1P) pathway	Pathway
Gene::965	CD58	Gene
Gene::9958	USP15	Gene
Gene::27352	SGSM3	Gene
Gene::57447	NDRG2	Gene
Gene::84458	LCOR	Gene
Gene::2254	FGF9	Gene
Gene::11219	TREX2	Gene
Pathway::PC7_4663	IRS-related events	Pathway
Gene::27022	FOXD3	Gene
Gene::100271849	MEF2B	Gene
Gene::1610	DAO	Gene
Gene::2547	XRCC6	Gene
Gene::80324	PUS1	Gene
Gene::50640	PNPLA8	Gene
Pathway::PC7_7497	Signaling events mediated by focal adhesion kinase	Pathway
Gene::51754	TMEM8B	Gene
Gene::9943	OXSR1	Gene
Pathway::PC7_7784	TCF dependent signaling in response to WNT	Pathway
Gene::8034	SLC25A16	Gene
Gene::54734	RAB39A	Gene
Gene::23072	HECW1	Gene
Gene::100287171	WASH1	Gene
Gene::81555	YIPF5	Gene
Gene::78989	COLEC11	Gene
Gene::84256	FLYWCH1	Gene
Gene::8790	FPGT	Gene
Gene::221178	SPATA13	Gene
Gene::55421	C17orf85	Gene
Gene::54575	UGT1A10	Gene
Gene::11062	DUS4L	Gene
Gene::5451	POU2F1	Gene
Gene::2766	GMPR	Gene
Gene::284532	OR14A16	Gene
Gene::65123	INTS3	Gene
Gene::130574	LYPD6	Gene
Gene::23305	ACSL6	Gene
Gene::5441	POLR2L	Gene
Gene::2167	FABP4	Gene
Gene::779	CACNA1S	Gene
Gene::9696	CROCC	Gene
Gene::337	APOA4	Gene
Gene::157567	ANKRD46	Gene
Gene::2245	FGD1	Gene
Gene::29881	NPC1L1	Gene
Gene::342931	RFPL4A	Gene
Gene::808	CALM3	Gene
Gene::23023	TMCC1	Gene
Gene::338599	DUPD1	Gene
Pathway::PC7_5680	N-glycan trimming in the ER and Calnexin/Calreticulin cycle	Pathway
Gene::58484	NLRC4	Gene
Pathway::PC7_2095	Binding and Uptake of Ligands by Scavenger Receptors	Pathway
Gene::140564	APOBEC3D	Gene
Gene::4139	MARK1	Gene
Gene::118490	MSS51	Gene
Gene::11231	SEC63	Gene
Gene::84665	MYPN	Gene
Gene::199720	GGN	Gene
Gene::51465	UBE2J1	Gene
Gene::11000	SLC27A3	Gene
Gene::139212	PIH1D3	Gene
Gene::3215	HOXB5	Gene
Gene::116512	MRGPRD	Gene
Gene::122961	ISCA2	Gene
Gene::284266	SIGLEC15	Gene
Gene::150726	FBXO41	Gene
Gene::26145	IRF2BP1	Gene
Gene::2913	GRM3	Gene
Gene::64773	PCED1A	Gene
Gene::130814	PQLC3	Gene
Pathway::WP1603_r78574	Nicotine Activity on Chromaffin Cells	Pathway
Gene::3612	IMPA1	Gene
Gene::4072	EPCAM	Gene
Gene::25821	MTO1	Gene
Gene::10280	SIGMAR1	Gene
Gene::84750	FUT10	Gene
Gene::2931	GSK3A	Gene
Gene::84059	ADGRV1	Gene
Gene::57589	RIC1	Gene
Gene::5087	PBX1	Gene
Pathway::PC7_4736	Inhibition of replication initiation of damaged DNA by RB1/E2F1	Pathway
Pathway::PC7_8776	WNT5A-dependent internalization of FZD4	Pathway
Gene::29940	DSE	Gene
Gene::5166	PDK4	Gene
Gene::80149	ZC3H12A	Gene
Gene::78999	LRFN4	Gene
Disease::DOID:1964	fallopian tube cancer	Disease
Gene::4913	NTHL1	Gene
Gene::2909	ARHGAP35	Gene
Gene::8525	DGKZ	Gene
Gene::89941	RHOT2	Gene
Gene::2720	GLB1	Gene
Gene::32	ACACB	Gene
Gene::362	AQP5	Gene
Gene::339967	TMPRSS11A	Gene
Gene::522	ATP5J	Gene
Gene::9456	HOMER1	Gene
Gene::84460	ZMAT1	Gene
Gene::126823	KLHDC9	Gene
Gene::116159	CYYR1	Gene
Gene::4880	NPPC	Gene
Gene::138881	OR1L8	Gene
Pathway::PC7_3959	Formation of HIV elongation complex in the absence of HIV Tat	Pathway
Gene::4940	OAS3	Gene
Gene::65122	PRAMEF2	Gene
Gene::10678	B3GNT2	Gene
Gene::26123	TCTN3	Gene
Gene::2776	GNAQ	Gene
Gene::57834	CYP4F11	Gene
Gene::51111	SUV420H1	Gene
Gene::404636	FAM45A	Gene
Gene::83941	TM2D1	Gene
Gene::56548	CHST7	Gene
Gene::51284	TLR7	Gene
Gene::55151	TMEM38B	Gene
Gene::8462	KLF11	Gene
Gene::143686	SESN3	Gene
Gene::56975	FAM20C	Gene
Gene::140606	SELM	Gene
Gene::29800	ZDHHC1	Gene
Gene::10072	DPP3	Gene
Gene::7695	ZNF136	Gene
Gene::90070	LACRT	Gene
Gene::285175	UNC80	Gene
Gene::58498	MYL7	Gene
Gene::3363	HTR7	Gene
Gene::2251	FGF6	Gene
Gene::3021	H3F3B	Gene
Pathway::WP58_r80015	Monoamine GPCRs	Pathway
Gene::83607	AMMECR1L	Gene
Gene::343035	RD3	Gene
Gene::80774	LIMD2	Gene
Gene::23499	MACF1	Gene
Pathway::WP3407_r81707	FTO Obesity Variant Mechanism	Pathway
Gene::84524	ZC3H8	Gene
Gene::579	NKX3-2	Gene
Gene::10929	SRSF8	Gene
Gene::284403	WDR62	Gene
Gene::407977	TNFSF12-TNFSF13	Gene
Gene::51233	DRICH1	Gene
Pathway::PC7_7726	Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)	Pathway
Gene::254394	MCM9	Gene
Gene::1861	TOR1A	Gene
Gene::8896	BUD31	Gene
Gene::9060	PAPSS2	Gene
Gene::3710	ITPR3	Gene
Gene::56922	MCCC1	Gene
Gene::9677	PPIP5K1	Gene
Gene::11020	IFT27	Gene
Gene::80034	CSRNP3	Gene
Gene::153643	FAM81B	Gene
Pathway::PC7_1653	Amplification of signal from the kinetochores	Pathway
Gene::10038	PARP2	Gene
Gene::48	ACO1	Gene
Pathway::PC7_4751	Insulin-mediated glucose transport	Pathway
Gene::6550	SLC9A3	Gene
Pathway::PC7_2458	Calcium signaling in the CD4+ TCR pathway	Pathway
Gene::3189	HNRNPH3	Gene
Gene::54897	CASZ1	Gene
Gene::10767	HBS1L	Gene
Gene::91893	FDXACB1	Gene
Gene::196743	PAOX	Gene
Gene::2533	FYB	Gene
Gene::158158	RASEF	Gene
Gene::7005	TEAD3	Gene
Gene::1237	CCR8	Gene
Gene::2021	ENDOG	Gene
Gene::146760	RTN4RL1	Gene
Gene::51179	HAO2	Gene
Gene::993	CDC25A	Gene
Gene::219447	OR5AS1	Gene
Gene::166929	SGMS2	Gene
Gene::5430	POLR2A	Gene
Gene::102157402	AK6	Gene
Gene::51451	LCMT1	Gene
Gene::51124	IER3IP1	Gene
Gene::55707	NECAP2	Gene
Gene::102	ADAM10	Gene
Gene::10978	CLP1	Gene
Gene::5015	OTX2	Gene
Gene::5521	PPP2R2B	Gene
Gene::6404	SELPLG	Gene
Gene::631	BFSP1	Gene
Gene::80851	SH3BP5L	Gene
Disease::DOID:8986	narcolepsy	Disease
Gene::3098	HK1	Gene
Gene::92285	ZNF585B	Gene
Gene::491	ATP2B2	Gene
Gene::126231	ZNF573	Gene
Gene::84132	USP42	Gene
Gene::8797	TNFRSF10A	Gene
Gene::9410	SNRNP40	Gene
Disease::DOID:10652	Alzheimer's disease	Disease
Gene::3358	HTR2C	Gene
Gene::79576	NKAP	Gene
Pathway::PC7_6899	Regulation of cholesterol biosynthesis by SREBP (SREBF)	Pathway
Gene::821	CANX	Gene
Pathway::PC7_8639	Urokinase-type plasminogen activator (uPA) and uPAR-mediated signaling	Pathway
Gene::3251	HPRT1	Gene
Gene::3768	KCNJ12	Gene
Gene::55900	ZNF302	Gene
Gene::80856	KIAA1715	Gene
Gene::1521	CTSW	Gene
Gene::3201	HOXA4	Gene
Gene::8204	NRIP1	Gene
Gene::8721	EDF1	Gene
Gene::27121	DKK4	Gene
Pathway::PC7_1581	Aflatoxin activation and detoxification	Pathway
Gene::58488	PCTP	Gene
Gene::54937	SOHLH2	Gene
Pathway::PC7_3415	EPH-Ephrin signaling	Pathway
Gene::154214	RNF217	Gene
Gene::285016	FAM150B	Gene
Gene::79661	NEIL1	Gene
Gene::344018	FIGLA	Gene
Gene::81789	TIGD6	Gene
Pathway::PC7_2625	Class I PI3K signaling events mediated by Akt	Pathway
Pathway::PC7_4005	G1/S Transition	Pathway
Gene::80775	TMEM177	Gene
Gene::100652824	KIAA2012	Gene
Pathway::PC7_2171	C-MYC pathway	Pathway
Gene::7535	ZAP70	Gene
Gene::79770	TXNDC15	Gene
Gene::93380	MMGT1	Gene
Gene::27156	RSPH14	Gene
Gene::3479	IGF1	Gene
Gene::51012	SLMO2	Gene
Gene::9201	DCLK1	Gene
Gene::790955	UQCC3	Gene
Gene::55357	TBC1D2	Gene
Gene::283489	CHAMP1	Gene
Gene::59084	ENPP5	Gene
Gene::91355	LRP5L	Gene
Gene::131034	CPNE4	Gene
Gene::116337	PANX3	Gene
Gene::140689	CBLN4	Gene
Gene::9282	MED14	Gene
Gene::79612	NAA16	Gene
Gene::7547	ZIC3	Gene
Gene::2074	ERCC6	Gene
Gene::348174	CLEC18A	Gene
Pathway::PC7_2544	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	Pathway
Gene::4957	ODF2	Gene
Pathway::PC7_5551	Muscle contraction	Pathway
Gene::9173	IL1RL1	Gene
Gene::5977	DPF2	Gene
Gene::30851	TAX1BP3	Gene
Gene::64651	CSRNP1	Gene
Gene::54629	FAM63B	Gene
Pathway::PC7_4215	Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity	Pathway
Gene::3205	HOXA9	Gene
Gene::2281	FKBP1B	Gene
Gene::4641	MYO1C	Gene
Gene::694	BTG1	Gene
Gene::85291	KRTAP4-2	Gene
Gene::3071	NCKAP1L	Gene
Gene::7186	TRAF2	Gene
Gene::29937	NENF	Gene
Gene::149111	CNIH3	Gene
Gene::84639	IL1F10	Gene
Gene::3566	IL4R	Gene
Gene::256435	ST6GALNAC3	Gene
Gene::100293516	ZNF587B	Gene
Gene::1743	DLST	Gene
Gene::2993	GYPA	Gene
Gene::7048	TGFBR2	Gene
Gene::80143	SIKE1	Gene
Gene::23194	FBXL7	Gene
Pathway::PC7_2173	C6 deamination of adenosine	Pathway
Gene::3695	ITGB7	Gene
Gene::60493	FASTKD5	Gene
Gene::9218	VAPA	Gene
Pathway::PC7_3437	ERKs are inactivated	Pathway
Gene::10293	TRAIP	Gene
Gene::55102	ATG2B	Gene
Gene::2108	ETFA	Gene
Gene::398	ARHGDIG	Gene
Gene::55109	AGGF1	Gene
Gene::7376	NR1H2	Gene
Gene::1462	VCAN	Gene
Gene::55142	HAUS2	Gene
Gene::5771	PTPN2	Gene
Disease::DOID:7693	abdominal aortic aneurysm	Disease
Gene::160065	PATE1	Gene
Gene::7071	KLF10	Gene
Gene::27336	HTATSF1	Gene
Gene::3754	KCNF1	Gene
Gene::54466	SPIN2A	Gene
Gene::8490	RGS5	Gene
Gene::9563	H6PD	Gene
Gene::22990	PCNX	Gene
Gene::4986	OPRK1	Gene
Gene::63970	TP53AIP1	Gene
Gene::115294	PCMTD1	Gene
Gene::1565	CYP2D6	Gene
Gene::4255	MGMT	Gene
Gene::10140	TOB1	Gene
Gene::84106	PRAM1	Gene
Gene::51082	POLR1D	Gene
Gene::54949	SDHAF2	Gene
Gene::23166	STAB1	Gene
Gene::64784	CRTC3	Gene
Gene::134510	UBLCP1	Gene
Gene::10371	SEMA3A	Gene
Gene::567	B2M	Gene
Pathway::PC7_4286	Glypican 3 network	Pathway
Pathway::PC7_1214	AUF1 (hnRNP D0) destabilizes mRNA	Pathway
Gene::55731	FAM222B	Gene
Gene::954	ENTPD2	Gene
Gene::29980	DONSON	Gene
Gene::10283	CWC27	Gene
Gene::165055	CCDC138	Gene
Gene::3312	HSPA8	Gene
Gene::4615	MYD88	Gene
Gene::5605	MAP2K2	Gene
Gene::7030	TFE3	Gene
Gene::11132	CAPN10	Gene
Gene::10278	EFS	Gene
Gene::29985	SLC39A3	Gene
Gene::47	ACLY	Gene
Pathway::PC7_2505	Carnitine synthesis	Pathway
Pathway::PC7_2536	Ceramide signalling	Pathway
Gene::201266	SLC39A11	Gene
Pathway::PC7_1233	Acetylcholine regulates insulin secretion	Pathway
Gene::120534	ARL14EP	Gene
Gene::9632	SEC24C	Gene
Gene::7905	REEP5	Gene
Gene::10360	NPM3	Gene
Gene::23637	RABGAP1	Gene
Gene::7464	CORO2A	Gene
Gene::150771	ITPRIPL1	Gene
Pathway::PC7_6932	Removal of the Flap Intermediate from the C-strand	Pathway
Gene::1594	CYP27B1	Gene
Gene::887	CCKBR	Gene
Gene::9957	HS3ST1	Gene
Pathway::PC7_5779	NOD1/2 Signaling Pathway	Pathway
Gene::58503	PROL1	Gene
Gene::5861	RAB1A	Gene
Gene::5764	PTN	Gene
Gene::51085	MLXIPL	Gene
Gene::170691	ADAMTS17	Gene
Gene::6520	SLC3A2	Gene
Gene::5873	RAB27A	Gene
Gene::340307	CTAGE6	Gene
Gene::8816	DCAF5	Gene
Gene::125111	GJD3	Gene
Gene::4162	MCAM	Gene
Gene::84267	C9orf64	Gene
Gene::23245	ASTN2	Gene
Gene::2650	GCNT1	Gene
Gene::192669	AGO3	Gene
Gene::1044	CDX1	Gene
Gene::4316	MMP7	Gene
Gene::57709	SLC7A14	Gene
Gene::79178	THTPA	Gene
Gene::89790	SIGLEC10	Gene
Pathway::PC7_7268	SHC1 events in ERBB4 signaling	Pathway
Gene::7469	NELFA	Gene
Gene::9730	VPRBP	Gene
Gene::340385	ZNF517	Gene
Gene::6193	RPS5	Gene
Gene::4342	MOS	Gene
Gene::969	CD69	Gene
Pathway::PC7_8234	The role of Nef in HIV-1 replication and disease pathogenesis	Pathway
Gene::55315	SLC29A3	Gene
Gene::55852	TEX2	Gene
Gene::1021	CDK6	Gene
Gene::26277	TINF2	Gene
Gene::164592	CCDC116	Gene
Gene::283208	P4HA3	Gene
Gene::10599	SLCO1B1	Gene
Gene::1409	CRYAA	Gene
Gene::335	APOA1	Gene
Pathway::PC7_4365	HIV Infection	Pathway
Gene::4217	MAP3K5	Gene
Gene::140596	DEFB104A	Gene
Gene::7932	OR2H2	Gene
Gene::9480	ONECUT2	Gene
Gene::140894	CNBD2	Gene
Gene::4299	AFF1	Gene
Gene::51292	GMPR2	Gene
Gene::6857	SYT1	Gene
Gene::131096	KCNH8	Gene
Gene::2662	GDF10	Gene
Gene::6183	MRPS12	Gene
Gene::4340	MOG	Gene
Gene::100049587	SIGLEC14	Gene
Gene::50863	NTM	Gene
Gene::50801	KCNK4	Gene
Gene::10695	CNPY3	Gene
Gene::8369	HIST1H4G	Gene
Gene::139378	ADGRG4	Gene
Gene::80004	ESRP2	Gene
Gene::27131	SNX5	Gene
Gene::51378	ANGPT4	Gene
Gene::1368	CPM	Gene
Gene::25861	DFNB31	Gene
Gene::7678	ZNF124	Gene
Gene::10153	CEBPZ	Gene
Gene::84620	ST6GAL2	Gene
Gene::55974	SLC50A1	Gene
Gene::54893	MTMR10	Gene
Gene::92129	RIPPLY1	Gene
Pathway::PC7_1529	Activation of Ca-permeable Kainate Receptor	Pathway
Gene::27019	DNAI1	Gene
Gene::64232	MS4A5	Gene
Gene::23065	EMC1	Gene
Gene::26191	PTPN22	Gene
Gene::390433	OR4K13	Gene
Gene::391195	OR2T33	Gene
Gene::5453	POU3F1	Gene
Gene::153769	SH3RF2	Gene
Gene::10078	TSSC4	Gene
Gene::161582	DYX1C1	Gene
Gene::826	CAPNS1	Gene
Gene::51272	BET1L	Gene
Gene::3651	PDX1	Gene
Gene::163154	PRR22	Gene
Gene::113230	LOC113230	Gene
Gene::23013	SPEN	Gene
Gene::254173	TTLL10	Gene
Gene::23504	RIMBP2	Gene
Gene::2800	GOLGA1	Gene
Gene::9246	UBE2L6	Gene
Gene::57019	CIAPIN1	Gene
Gene::100288814	CLDN34	Gene
Gene::7336	UBE2V2	Gene
Gene::22974	TPX2	Gene
Gene::9985	REC8	Gene
Gene::10969	EBNA1BP2	Gene
Gene::245802	MS4A6E	Gene
Gene::3003	GZMK	Gene
Gene::10949	HNRNPA0	Gene
Gene::11322	TMC6	Gene
Gene::57326	PBXIP1	Gene
Gene::340273	ABCB5	Gene
Gene::51112	TRAPPC12	Gene
Gene::23639	LRRC6	Gene
Gene::6654	SOS1	Gene
Gene::116984	ARAP2	Gene
Gene::3741	KCNA5	Gene
Gene::8569	MKNK1	Gene
Gene::146850	PIK3R6	Gene
Gene::1859	DYRK1A	Gene
Gene::11017	SNRNP27	Gene
Gene::114928	GPRASP2	Gene
Gene::10950	BTG3	Gene
Gene::123606	NIPA1	Gene
Gene::150383	CDPF1	Gene
Gene::57690	TNRC6C	Gene
Gene::90843	TCEAL8	Gene
Gene::732	C8B	Gene
Gene::60490	PPCDC	Gene
Gene::3329	HSPD1	Gene
Gene::387707	CC2D2B	Gene
Gene::4057	LTF	Gene
Gene::6886	TAL1	Gene
Gene::219960	OR10Q1	Gene
Pathway::WP1946_r79691	Cori Cycle	Pathway
Gene::2205	FCER1A	Gene
Gene::27283	TINAG	Gene
Gene::83756	TAS1R3	Gene
Gene::4734	NEDD4	Gene
Gene::84280	BTBD10	Gene
Gene::7025	NR2F1	Gene
Gene::9646	CTR9	Gene
Gene::53919	SLCO1C1	Gene
Gene::79844	ZDHHC11	Gene
Gene::26872	STEAP1	Gene
Gene::8260	NAA10	Gene
Gene::2561	GABRB2	Gene
Gene::2644	GCHFR	Gene
Gene::24144	TFIP11	Gene
Gene::9628	RGS6	Gene
Gene::2027	ENO3	Gene
Gene::84659	RNASE7	Gene
Pathway::WP254_r84652	Apoptosis	Pathway
Gene::7284	TUFM	Gene
Gene::70	ACTC1	Gene
Gene::26740	OR1J2	Gene
Gene::285440	CYP4V2	Gene
Gene::342371	ATXN1L	Gene
Gene::5267	SERPINA4	Gene
Gene::158809	MAGEB6	Gene
Gene::80133	MROH9	Gene
Gene::6233	RPS27A	Gene
Gene::9508	ADAMTS3	Gene
Gene::9882	TBC1D4	Gene
Gene::6744	SSFA2	Gene
Gene::1362	CPD	Gene
Gene::90850	ZNF598	Gene
Gene::127074	OR2T4	Gene
Gene::7292	TNFSF4	Gene
Gene::10522	DEAF1	Gene
Pathway::PC7_2360	CTLA4 inhibitory signaling	Pathway
Gene::390083	OR56A3	Gene
Gene::23025	UNC13A	Gene
Gene::65080	MRPL44	Gene
Pathway::PC7_8264	Thrombin signalling through proteinase activated receptors (PARs)	Pathway
Gene::6734	SRPR	Gene
Pathway::PC7_7448	Signaling by FGFR in disease	Pathway
Gene::9260	PDLIM7	Gene
Gene::53831	GPR84	Gene
Gene::10170	DHRS9	Gene
Pathway::PC7_966	A third proteolytic cleavage releases NICD	Pathway
Gene::9960	USP3	Gene
Gene::51660	MPC1	Gene
Gene::10107	TRIM10	Gene
Gene::133584	EGFLAM	Gene
Gene::30814	PLA2G2E	Gene
Gene::162962	ZNF836	Gene
Gene::57226	LYRM2	Gene
Gene::10952	SEC61B	Gene
Gene::84938	ATG4C	Gene
Gene::5613	PRKX	Gene
Gene::728358	DEFA1B	Gene
Gene::1181	CLCN2	Gene
Gene::4702	NDUFA8	Gene
Gene::8836	GGH	Gene
Gene::9718	ECE2	Gene
Gene::57122	NUP107	Gene
Gene::2262	GPC5	Gene
Gene::7743	ZNF189	Gene
Gene::644591	PPIAL4G	Gene
Disease::DOID:5408	Paget's disease of bone	Disease
Gene::144577	C12orf66	Gene
Gene::4537	ND3	Gene
Gene::29104	N6AMT1	Gene
Gene::26689	OR4D1	Gene
Gene::4547	MTTP	Gene
Pathway::PC7_1123	AP-1 transcription factor network	Pathway
Gene::9150	CTDP1	Gene
Gene::51365	PLA1A	Gene
Pathway::PC7_1624	Amine ligand-binding receptors	Pathway
Gene::3669	ISG20	Gene
Gene::2940	GSTA3	Gene
Gene::23130	ATG2A	Gene
Gene::90362	FAM110B	Gene
Gene::2153	F5	Gene
Gene::51130	ASB3	Gene
Gene::118460	EXOSC6	Gene
Gene::10439	OLFM1	Gene
Pathway::PC7_5560	MyD88-independent cascade	Pathway
Gene::51380	CSAD	Gene
Gene::57002	YAE1D1	Gene
Gene::654254	ZNF732	Gene
Gene::51204	TACO1	Gene
Gene::8928	FOXH1	Gene
Gene::85416	ZIC5	Gene
Gene::2852	GPER1	Gene
Gene::3955	LFNG	Gene
Gene::139422	MAGEB10	Gene
Pathway::PC7_2543	Chemokine receptors bind chemokines	Pathway
Pathway::PC7_2333	CREB phosphorylation through the activation of CaMKII	Pathway
Gene::137492	VPS37A	Gene
Gene::79917	MAGIX	Gene
Gene::134429	STARD4	Gene
Gene::126868	MAB21L3	Gene
Gene::8335	HIST1H2AB	Gene
Gene::131177	FAM3D	Gene
Gene::2028	ENPEP	Gene
Gene::20	ABCA2	Gene
Gene::147949	ZNF583	Gene
Gene::128371	OR6K6	Gene
Gene::340120	ANKRD34B	Gene
Gene::128387	TATDN3	Gene
Pathway::PC7_6901	Regulation of cytoskeletal remodeling and cell spreading by IPP complex components	Pathway
Disease::DOID:12306	vitiligo	Disease
Pathway::PC7_12073	mRNA Splicing	Pathway
Gene::122786	FRMD6	Gene
Gene::59335	PRDM12	Gene
Gene::1396	CRIP1	Gene
Gene::51646	YPEL5	Gene
Gene::23243	ANKRD28	Gene
Gene::54961	SSH3	Gene
Gene::1296	COL8A2	Gene
Gene::282617	IFNL3	Gene
Gene::9674	KIAA0040	Gene
Gene::5188	GATB	Gene
Pathway::PC7_6620	Propionyl-CoA catabolism	Pathway
Pathway::WP2012_r82900	miRs in Muscle Cell Differentiation	Pathway
Gene::79812	MMRN2	Gene
Gene::1593	CYP27A1	Gene
Gene::130940	CCDC148	Gene
Pathway::PC7_1548	Activation of TRKA receptors	Pathway
Gene::6792	CDKL5	Gene
Gene::90806	ANGEL2	Gene
Gene::347168	OR1J1	Gene
Gene::6928	HNF1B	Gene
Gene::9098	USP6	Gene
Gene::54549	SDK2	Gene
Gene::246184	CDC26	Gene
Gene::388569	ZNF324B	Gene
Gene::11276	SYNRG	Gene
Gene::6101	RP1	Gene
Pathway::PC7_6876	Regulation of Androgen receptor activity	Pathway
Gene::146540	ZNF785	Gene
Gene::6035	RNASE1	Gene
Gene::338661	TMEM225	Gene
Pathway::PC7_8317	Transcription	Pathway
Gene::79840	NHEJ1	Gene
Gene::85865	GTPBP10	Gene
Pathway::PC7_4614	IL23-mediated signaling events	Pathway
Gene::4046	LSP1	Gene
Pathway::PC7_4062	GRB2 events in ERBB2 signaling	Pathway
Gene::390061	OR51Q1	Gene
Gene::10497	UNC13B	Gene
Gene::5328	PLAU	Gene
Gene::6854	SYN2	Gene
Gene::91607	SLFN11	Gene
Gene::84960	CCDC183	Gene
Gene::9643	MORF4L2	Gene
Gene::94032	CAMK2N2	Gene
Gene::6505	SLC1A1	Gene
Gene::9709	HERPUD1	Gene
Gene::529	ATP6V1E1	Gene
Gene::7060	THBS4	Gene
Gene::613	BCR	Gene
Pathway::PC7_4368	HIV Transcription Initiation	Pathway
Gene::7109	TRAPPC10	Gene
Gene::9212	AURKB	Gene
Gene::5900	RALGDS	Gene
Gene::2888	GRB14	Gene
Gene::7866	IFRD2	Gene
Gene::84908	FAM136A	Gene
Gene::440087	SMCO3	Gene
Gene::7473	WNT3	Gene
Gene::27240	SIT1	Gene
Gene::147929	ZNF565	Gene
Gene::5961	PRPH2	Gene
Gene::55335	NIPSNAP3B	Gene
Gene::29028	ATAD2	Gene
Gene::10019	SH2B3	Gene
Gene::4761	NEUROD2	Gene
Gene::5986	RFNG	Gene
Gene::23670	TMEM2	Gene
Gene::89848	FCHSD1	Gene
Pathway::PC7_7786	TCR signaling	Pathway
Gene::5627	PROS1	Gene
Gene::79156	PLEKHF1	Gene
Gene::135946	OR6B1	Gene
Pathway::PC7_2890	Cysteine formation from homocysteine	Pathway
Gene::2219	FCN1	Gene
